,Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
942,Sutton,00BF,Islington,00AU,681,0,121,414,3,3,106,10,18,6,0,0,E09000029,E09000019,98000,17600,82000,18700,681,0.0,21255.96250569568
943,Sutton,00BF,Kensington and Chelsea,00AW,882,0,174,357,33,3,211,20,66,15,3,0,E09000029,E09000020,98000,17600,75000,25900,882,0.0,15508.519394615107
944,Sutton,00BF,Kingston upon Thames,00AX,3122,0,20,164,403,11,2150,177,73,80,35,9,E09000029,E09000021,98000,17600,77000,19500,3122,0.0,8135.596314118734
945,Sutton,00BF,Lambeth,00AY,1827,0,148,532,48,3,931,38,75,40,6,6,E09000029,E09000022,98000,17600,119000,18200,1827,0.0,11006.387775786558
946,Sutton,00BF,Lewisham,00AZ,270,0,6,43,10,3,184,6,5,7,3,3,E09000029,E09000023,98000,17600,113000,18000,270,0.0,14548.978458138265
947,Sutton,00BF,Merton,00BA,6725,0,101,356,779,30,4505,338,173,252,184,7,E09000029,E09000024,98000,17600,96000,18500,6725,0.0,5497.250136043181
948,Sutton,00BF,Newham,00BB,95,0,7,21,6,0,52,0,6,3,0,0,E09000029,E09000025,98000,17600,88000,15300,95,0.0,23657.703930197255
949,Sutton,00BF,Redbridge,00BC,26,0,3,3,0,0,11,3,3,0,3,0,E09000029,E09000026,98000,17600,118000,17200,26,0.0,30471.23908461017
950,Sutton,00BF,Richmond upon Thames,00BD,750,0,6,163,21,0,481,27,34,12,6,0,E09000029,E09000027,98000,17600,94000,23400,750,0.0,12979.268796772034
951,Sutton,00BF,Southwark,00BE,1404,0,131,741,17,3,411,18,64,8,7,4,E09000029,E09000028,98000,17600,97000,16900,1404,0.0,14403.187020742886
952,Sutton,00BF,Sutton,00BF,38225,7411,351,1287,3100,387,16219,1651,320,848,6495,156,E09000029,E09000029,98000,17600,98000,17600,0,1e-10,0.0
953,Sutton,00BF,Tower Hamlets,00BG,872,0,126,538,3,0,167,3,29,0,3,3,E09000029,E09000030,98000,17600,76000,19100,872,0.0,19770.20613831213
954,Sutton,00BF,Waltham Forest,00BH,41,0,7,12,3,0,16,0,3,0,0,0,E09000029,E09000031,98000,17600,99000,16600,41,0.0,28229.666295035386
955,Sutton,00BF,Wandsworth,00BJ,3217,0,137,457,250,7,2039,116,113,75,14,9,E09000029,E09000032,98000,17600,143000,21700,3217,0.0,10016.573042057578
956,Sutton,00BF,Westminster,00BK,4691,0,702,3181,57,5,496,44,145,42,11,8,E09000029,E09000033,98000,17600,95000,21900,4691,0.0,16878.478711459815
957,Tower Hamlets,00BG,City of London,00AA,10104,0,5522,321,1334,161,369,73,129,270,1880,45,E09000030,E09000001,76000,19100,12000,38300,10104,0.0,4013.1623971083727
958,Tower Hamlets,00BG,Barking and Dagenham,00AB,370,0,111,39,13,0,183,11,6,4,3,0,E09000030,E09000002,76000,19100,56000,16200,370,0.0,12060.268303468141
959,Tower Hamlets,00BG,Barnet,00AC,257,0,107,17,13,3,87,8,11,4,7,0,E09000030,E09000003,76000,19100,159000,18700,257,0.0,16500.086811740985
960,Tower Hamlets,00BG,Bexley,00AD,140,0,12,22,6,0,86,8,0,0,0,6,E09000030,E09000004,76000,19100,112000,18300,140,0.0,13724.970364648483
961,Tower Hamlets,00BG,Brent,00AE,192,0,101,19,7,0,51,6,5,0,0,3,E09000030,E09000005,76000,19100,127000,16500,192,0.0,16861.324704296083
962,Tower Hamlets,00BG,Bromley,00AF,192,0,38,39,16,0,84,9,3,0,0,3,E09000030,E09000006,76000,19100,164000,19100,192,0.0,17077.468058344693
963,Tower Hamlets,00BG,Camden,00AG,4080,0,2714,183,378,19,345,29,71,207,123,11,E09000030,E09000007,76000,19100,101000,19800,4080,0.0,9174.599352358826
964,Tower Hamlets,00BG,Croydon,00AH,183,0,46,59,10,0,53,6,0,0,9,0,E09000030,E09000008,76000,19100,153000,18300,183,0.0,18215.119194470266
965,Tower Hamlets,00BG,Ealing,00AJ,291,0,168,8,17,0,71,13,6,0,8,0,E09000030,E09000009,76000,19100,141000,17500,291,0.0,20581.23891839561
966,Tower Hamlets,00BG,Enfield,00AK,224,0,27,48,16,0,116,3,3,3,8,0,E09000030,E09000010,76000,19100,128000,17500,224,0.0,15481.521262250442
967,Tower Hamlets,00BG,Greenwich,00AL,275,0,58,21,19,0,138,13,7,4,9,6,E09000030,E09000011,76000,19100,91000,18600,275,0.0,7768.477126120613
968,Tower Hamlets,00BG,Hackney,00AM,2668,0,472,76,610,27,668,59,48,179,516,13,E09000030,E09000012,76000,19100,72000,17700,2668,0.0,4523.648404576684
969,Tower Hamlets,00BG,Hammersmith and Fulham,00AN,935,0,702,23,36,3,119,6,16,10,15,5,E09000030,E09000013,76000,19100,83000,21000,935,0.0,13125.136418231818
970,Tower Hamlets,00BG,Haringey,00AP,326,0,80,28,44,0,136,7,5,6,17,3,E09000030,E09000014,76000,19100,90000,19100,326,0.0,9717.776150327483
971,Tower Hamlets,00BG,Harrow,00AQ,56,0,35,3,3,0,15,0,0,0,0,0,E09000030,E09000015,76000,19100,100000,19300,56,0.0,23134.972389229097
972,Tower Hamlets,00BG,Havering,00AR,304,0,32,69,9,0,164,22,0,5,0,3,E09000030,E09000016,76000,19100,114000,17400,304,0.0,18463.685285879816
973,Tower Hamlets,00BG,Hillingdon,00AS,146,0,43,17,8,0,69,0,3,0,0,6,E09000030,E09000017,76000,19100,113000,17600,146,0.0,28660.870253467943
974,Tower Hamlets,00BG,Hounslow,00AT,245,0,136,26,18,0,45,0,6,0,11,3,E09000030,E09000018,76000,19100,101000,16500,245,0.0,23612.204153928342
975,Tower Hamlets,00BG,Islington,00AU,3235,0,1470,139,392,32,436,32,59,240,432,3,E09000030,E09000019,76000,19100,82000,18700,3235,0.0,6385.432946599303
976,Tower Hamlets,00BG,Kensington and Chelsea,00AW,1249,0,944,71,57,0,115,3,16,28,12,3,E09000030,E09000020,76000,19100,75000,25900,1249,0.0,11055.86498592872
977,Tower Hamlets,00BG,Kingston upon Thames,00AX,58,0,16,27,5,0,10,0,0,0,0,0,E09000030,E09000021,76000,19100,77000,19500,58,0.0,22575.222763222253
978,Tower Hamlets,00BG,Lambeth,00AY,1090,0,642,61,69,10,204,16,19,42,24,3,E09000030,E09000022,76000,19100,119000,18200,1090,0.0,9010.381492532542
979,Tower Hamlets,00BG,Lewisham,00AZ,316,0,130,29,26,0,116,7,0,0,8,0,E09000030,E09000023,76000,19100,113000,18000,316,0.0,7570.616567964304
980,Tower Hamlets,00BG,Merton,00BA,124,0,63,12,9,3,24,3,4,0,6,0,E09000030,E09000024,76000,19100,96000,18500,124,0.0,16313.443316566809
981,Tower Hamlets,00BG,Newham,00BB,1845,0,499,132,318,6,683,59,20,40,82,6,E09000030,E09000025,76000,19100,88000,15300,1845,0.0,5161.805378945985
982,Tower Hamlets,00BG,Redbridge,00BC,407,0,118,56,37,0,171,8,7,3,7,0,E09000030,E09000026,76000,19100,118000,17200,407,0.0,10920.086529874192
983,Tower Hamlets,00BG,Richmond upon Thames,00BD,151,0,64,43,0,0,32,9,3,0,0,0,E09000030,E09000027,76000,19100,94000,23400,151,0.0,20929.523753799065
984,Tower Hamlets,00BG,Southwark,00BE,2182,0,1132,101,191,3,389,24,35,101,185,21,E09000030,E09000028,76000,19100,97000,16900,2182,0.0,5367.231111269167
985,Tower Hamlets,00BG,Sutton,00BF,55,0,7,23,3,0,19,0,0,0,3,0,E09000030,E09000029,76000,19100,98000,17600,55,0.0,19770.20613831213
986,Tower Hamlets,00BG,Tower Hamlets,00BG,28900,5658,4396,846,2961,456,5021,425,182,732,8005,218,E09000030,E09000030,76000,19100,76000,19100,0,1e-10,0.0
987,Tower Hamlets,00BG,Waltham Forest,00BH,562,0,122,42,72,3,268,14,4,10,27,0,E09000030,E09000031,76000,19100,99000,16600,562,0.0,8841.268543556103
988,Tower Hamlets,00BG,Wandsworth,00BJ,405,0,203,45,22,0,90,12,18,6,9,0,E09000030,E09000032,76000,19100,143000,21700,405,0.0,12691.954221367972
989,Tower Hamlets,00BG,Westminster,00BK,9304,0,6931,431,777,46,501,46,136,270,132,34,E09000030,E09000033,76000,19100,95000,21900,9304,0.0,8735.485947992132
990,Waltham Forest,00BH,City of London,00AA,6337,0,2706,2836,246,6,334,43,70,71,19,6,E09000031,E09000001,99000,16600,12000,38300,6337,0.0,10442.419648855028
991,Waltham Forest,00BH,Barking and Dagenham,00AB,846,0,78,66,66,0,552,41,12,9,19,3,E09000031,E09000002,99000,16600,56000,16200,846,0.0,11541.58310660498
992,Waltham Forest,00BH,Barnet,00AC,715,0,145,50,47,0,424,15,12,8,14,0,E09000031,E09000003,99000,16600,159000,18700,715,0.0,13889.266914709508
993,Waltham Forest,00BH,Bexley,00AD,79,0,13,11,0,0,55,0,0,0,0,0,E09000031,E09000004,99000,16600,112000,18300,79,0.0,18305.305626351786
994,Waltham Forest,00BH,Brent,00AE,491,0,166,58,19,0,215,7,10,6,10,0,E09000031,E09000005,99000,16600,127000,16500,491,0.0,18121.17697972547
995,Waltham Forest,00BH,Bromley,00AF,149,0,33,18,6,0,82,3,3,0,4,0,E09000031,E09000006,99000,16600,164000,19100,149,0.0,25099.46550287699
996,Waltham Forest,00BH,Camden,00AG,5554,0,3703,678,228,23,678,52,83,81,17,11,E09000031,E09000007,99000,16600,101000,19800,5554,0.0,11348.659344978432
997,Waltham Forest,00BH,Croydon,00AH,253,0,61,30,8,3,98,47,3,0,3,0,E09000031,E09000008,99000,16600,153000,18300,253,0.0,27053.9140608149
998,Waltham Forest,00BH,Ealing,00AJ,440,0,223,31,10,3,151,7,9,6,0,0,E09000031,E09000009,99000,16600,141000,17500,440,0.0,23467.06346753305
999,Waltham Forest,00BH,Enfield,00AK,2661,0,128,121,351,13,1800,113,39,64,29,3,E09000031,E09000010,99000,16600,128000,17500,2661,0.0,8177.004976266437
1000,Waltham Forest,00BH,Greenwich,00AL,337,0,47,19,31,0,211,9,5,15,0,0,E09000031,E09000011,99000,16600,91000,18600,337,0.0,14120.300290893696
1001,Waltham Forest,00BH,Hackney,00AM,3957,0,490,477,839,15,1770,125,78,117,39,7,E09000031,E09000012,99000,16600,72000,17700,3957,0.0,5823.614712038718
1002,Waltham Forest,00BH,Hammersmith and Fulham,00AN,832,0,623,64,18,3,96,10,10,5,3,0,E09000031,E09000013,99000,16600,83000,21000,832,0.0,18158.77416129484
1003,Waltham Forest,00BH,Haringey,00AP,2467,0,357,145,390,6,1334,84,34,66,48,3,E09000031,E09000014,99000,16600,90000,19100,2467,0.0,6583.160461136205
1004,Waltham Forest,00BH,Harrow,00AQ,112,0,40,3,3,3,57,6,0,0,0,0,E09000031,E09000015,99000,16600,100000,19300,112,0.0,22772.2388616174
1005,Waltham Forest,00BH,Havering,00AR,594,0,40,60,36,0,413,29,10,0,3,3,E09000031,E09000016,99000,16600,114000,17400,594,0.0,16517.296643823123
1006,Waltham Forest,00BH,Hillingdon,00AS,206,0,59,18,7,0,112,0,6,0,0,4,E09000031,E09000017,99000,16600,113000,17600,206,0.0,30582.934611404984
1007,Waltham Forest,00BH,Hounslow,00AT,271,0,127,44,6,0,81,0,0,3,3,7,E09000031,E09000018,99000,16600,101000,16500,271,0.0,28223.541826102773
1008,Waltham Forest,00BH,Islington,00AU,4310,0,1943,686,304,11,1087,62,89,99,19,10,E09000031,E09000019,99000,16600,82000,18700,4310,0.0,8452.162193762017
1009,Waltham Forest,00BH,Kensington and Chelsea,00AW,1378,0,1036,99,42,0,156,8,21,13,3,0,E09000031,E09000020,99000,16600,75000,25900,1378,0.0,16177.71032208405
1010,Waltham Forest,00BH,Kingston upon Thames,00AX,50,0,16,16,0,0,15,0,0,0,3,0,E09000031,E09000021,99000,16600,77000,19500,50,0.0,29808.164195224945
1011,Waltham Forest,00BH,Lambeth,00AY,1059,0,683,106,26,0,187,13,22,9,9,4,E09000031,E09000022,99000,16600,119000,18200,1059,0.0,17233.210725640543
1012,Waltham Forest,00BH,Lewisham,00AZ,228,0,59,31,11,0,100,6,5,7,6,3,E09000031,E09000023,99000,16600,113000,18000,228,0.0,16221.735996480778
1013,Waltham Forest,00BH,Merton,00BA,122,0,62,11,6,0,40,0,0,0,3,0,E09000031,E09000024,99000,16600,96000,18500,122,0.0,24156.646864055896
1014,Waltham Forest,00BH,Newham,00BB,3257,0,365,133,675,11,1726,107,26,99,112,3,E09000031,E09000025,99000,16600,88000,15300,3257,0.0,8239.449495969451
1015,Waltham Forest,00BH,Redbridge,00BC,3736,0,342,130,628,26,2214,160,36,65,123,12,E09000031,E09000026,99000,16600,118000,17200,3736,0.0,6203.450916055431
1016,Waltham Forest,00BH,Richmond upon Thames,00BD,101,0,46,17,9,0,26,0,3,0,0,0,E09000031,E09000027,99000,16600,94000,23400,101,0.0,26755.92148935466
1017,Waltham Forest,00BH,Southwark,00BE,1719,0,816,386,63,0,360,23,28,33,10,0,E09000031,E09000028,99000,16600,97000,16900,1719,0.0,13990.617797686173
1018,Waltham Forest,00BH,Sutton,00BF,41,0,8,15,3,0,15,0,0,0,0,0,E09000031,E09000029,99000,16600,98000,17600,41,0.0,28229.666295035386
1019,Waltham Forest,00BH,Tower Hamlets,00BG,4789,0,1660,738,352,10,1671,132,83,94,40,9,E09000031,E09000030,99000,16600,76000,19100,4789,0.0,8841.268543556103
1020,Waltham Forest,00BH,Waltham Forest,00BH,34797,6735,1944,825,4252,629,11842,1200,221,698,6260,191,E09000031,E09000031,99000,16600,99000,16600,0,1e-10,0.0
1021,Waltham Forest,00BH,Wandsworth,00BJ,409,0,220,45,15,0,105,10,4,4,6,0,E09000031,E09000032,99000,16600,143000,21700,409,0.0,19867.89964388255
1022,Waltham Forest,00BH,Westminster,00BK,10314,0,8072,882,328,11,678,47,166,100,21,9,E09000031,E09000033,99000,16600,95000,21900,10314,0.0,13617.154007698009
1023,Wandsworth,00BJ,City of London,00AA,13935,0,7526,4291,333,77,704,69,500,376,43,16,E09000032,E09000001,143000,21700,12000,38300,13935,0.0,9520.924583822123
1024,Wandsworth,00BJ,Barking and Dagenham,00AB,34,0,15,5,0,0,14,0,0,0,0,0,E09000032,E09000002,143000,21700,56000,16200,34,0.0,24421.233350315204
1025,Wandsworth,00BJ,Barnet,00AC,297,0,124,35,22,0,79,6,9,6,13,3,E09000032,E09000003,143000,21700,159000,18700,297,0.0,18323.19889567646
1026,Wandsworth,00BJ,Bexley,00AD,69,0,13,12,3,0,34,0,4,0,3,0,E09000032,E09000004,143000,21700,112000,18300,69,0.0,22854.04655816745
1027,Wandsworth,00BJ,Brent,00AE,422,0,143,64,17,0,156,13,10,13,6,0,E09000032,E09000005,143000,21700,127000,16500,422,0.0,13140.410891086916
1028,Wandsworth,00BJ,Bromley,00AF,324,0,20,75,17,3,182,10,11,6,0,0,E09000032,E09000006,143000,21700,164000,19100,324,0.0,18779.25787054447
1029,Wandsworth,00BJ,Camden,00AG,7140,0,3974,1708,348,10,539,36,207,269,39,10,E09000032,E09000007,143000,21700,101000,19800,7140,0.0,10691.603532769597
1030,Wandsworth,00BJ,Croydon,00AH,1496,0,123,519,163,3,599,21,29,26,13,0,E09000032,E09000008,143000,21700,153000,18300,1496,0.0,12769.979753746691
1031,Wandsworth,00BJ,Ealing,00AJ,970,0,313,93,69,4,394,20,29,36,12,0,E09000032,E09000009,143000,21700,141000,17500,970,0.0,12754.194094720124
1032,Wandsworth,00BJ,Enfield,00AK,116,0,38,12,7,0,42,3,7,0,7,0,E09000032,E09000010,143000,21700,128000,17500,116,0.0,23177.820343491992
1033,Wandsworth,00BJ,Greenwich,00AL,256,0,51,64,12,0,102,0,6,9,12,0,E09000032,E09000011,143000,21700,91000,18600,256,0.0,16981.936835703294
1034,Wandsworth,00BJ,Hackney,00AM,1044,0,633,141,34,0,142,15,46,30,3,0,E09000032,E09000012,143000,21700,72000,17700,1044,0.0,14044.374889287274
1035,Wandsworth,00BJ,Hammersmith and Fulham,00AN,6232,0,1398,584,1298,9,1670,110,168,511,465,19,E09000032,E09000013,143000,21700,83000,21000,6232,0.0,5355.9770601037235
1036,Wandsworth,00BJ,Haringey,00AP,225,0,115,19,18,0,46,3,6,4,8,6,E09000032,E09000014,143000,21700,90000,19100,225,0.0,16336.299045072004
1037,Wandsworth,00BJ,Harrow,00AQ,129,0,60,19,0,0,47,0,0,0,3,0,E09000032,E09000015,143000,21700,100000,19300,129,0.0,19458.985968014036
1038,Wandsworth,00BJ,Havering,00AR,31,0,9,12,0,0,10,0,0,0,0,0,E09000032,E09000016,143000,21700,114000,17400,31,0.0,30815.937122441668
1039,Wandsworth,00BJ,Hillingdon,00AS,853,0,104,102,14,0,588,16,15,5,6,3,E09000032,E09000017,143000,21700,113000,17600,853,0.0,20583.486071878564
1040,Wandsworth,00BJ,Hounslow,00AT,1690,0,225,638,51,0,647,20,40,55,14,0,E09000032,E09000018,143000,21700,101000,16500,1690,0.0,12640.30289570922
1041,Wandsworth,00BJ,Islington,00AU,3404,0,2039,623,114,16,333,25,111,100,40,3,E09000032,E09000019,143000,21700,82000,18700,3404,0.0,11960.854579552035
1042,Wandsworth,00BJ,Kensington and Chelsea,00AW,6208,0,1825,471,1546,9,1073,92,239,492,452,9,E09000032,E09000020,143000,21700,75000,25900,6208,0.0,5492.41410009338
1043,Wandsworth,00BJ,Kingston upon Thames,00AX,1806,0,87,418,377,0,829,34,14,32,12,3,E09000032,E09000021,143000,21700,77000,19500,1806,0.0,9994.20425963176
1044,Wandsworth,00BJ,Lambeth,00AY,5951,0,1194,1285,901,15,1630,85,113,294,421,13,E09000032,E09000022,143000,21700,119000,18200,5951,0.0,4722.3459174688605
1045,Wandsworth,00BJ,Lewisham,00AZ,403,0,62,98,29,0,190,4,10,7,3,0,E09000032,E09000023,143000,21700,113000,18000,403,0.0,11538.651795780337
1046,Wandsworth,00BJ,Merton,00BA,4329,0,656,466,786,3,1743,111,91,198,267,8,E09000032,E09000024,143000,21700,96000,18500,4329,0.0,4737.454947346263
1047,Wandsworth,00BJ,Newham,00BB,208,0,105,19,14,0,51,0,5,6,8,0,E09000032,E09000025,143000,21700,88000,15300,208,0.0,17631.318835661776
1048,Wandsworth,00BJ,Redbridge,00BC,59,0,27,4,0,0,19,0,0,3,6,0,E09000032,E09000026,143000,21700,118000,17200,59,0.0,23493.011201894486
1049,Wandsworth,00BJ,Richmond upon Thames,00BD,2338,0,113,758,286,6,854,43,39,95,137,7,E09000032,E09000027,143000,21700,94000,23400,2338,0.0,8830.462639312911
1050,Wandsworth,00BJ,Southwark,00BE,4092,0,1405,1323,271,6,767,36,103,132,35,14,E09000032,E09000028,143000,21700,97000,16900,4092,0.0,8175.628074162692
1051,Wandsworth,00BJ,Sutton,00BF,992,0,75,174,121,3,557,19,17,20,6,0,E09000032,E09000029,143000,21700,98000,17600,992,0.0,10016.573042057578
1052,Wandsworth,00BJ,Tower Hamlets,00BG,4024,0,2496,736,55,11,518,22,104,62,16,4,E09000032,E09000030,143000,21700,76000,19100,4024,0.0,12691.954221367972
1053,Wandsworth,00BJ,Waltham Forest,00BH,135,0,70,15,10,0,26,0,3,4,4,3,E09000032,E09000031,143000,21700,99000,16600,135,0.0,19867.89964388255
1054,Wandsworth,00BJ,Wandsworth,00BJ,40577,10809,2817,2225,4696,206,8629,608,439,1618,8255,275,E09000032,E09000032,143000,21700,143000,21700,0,1e-10,0.0
1055,Wandsworth,00BJ,Westminster,00BK,24409,0,11270,6558,2392,83,1785,172,711,1023,353,62,E09000032,E09000033,143000,21700,95000,21900,24409,0.0,7067.552554269098
1056,Westminster,00BK,City of London,00AA,9521,0,7352,218,468,313,445,94,199,174,239,19,E09000033,E09000001,95000,21900,12000,38300,9521,0.0,4722.557791705161
1057,Westminster,00BK,Barking and Dagenham,00AB,25,0,9,0,0,0,10,3,0,0,3,0,E09000033,E09000002,95000,21900,56000,16200,25,0.0,20654.770549238754
1058,Westminster,00BK,Barnet,00AC,514,0,92,6,137,3,223,10,6,10,24,3,E09000033,E09000003,95000,21900,159000,18700,514,0.0,11916.739971927653
1059,Westminster,00BK,Bexley,00AD,17,0,5,3,3,0,3,0,0,0,3,0,E09000033,E09000004,95000,21900,112000,18300,17,0.0,21828.33812874575
1060,Westminster,00BK,Brent,00AE,1229,0,222,63,246,9,490,36,20,28,115,0,E09000033,E09000005,95000,21900,127000,16500,1229,0.0,8980.339142736279
1061,Westminster,00BK,Bromley,00AF,99,0,12,46,6,0,32,0,0,0,3,0,E09000033,E09000006,95000,21900,164000,19100,99,0.0,21559.72250819688
1062,Westminster,00BK,Camden,00AG,6786,0,2529,156,1398,109,828,75,110,338,1213,30,E09000033,E09000007,95000,21900,101000,19800,6786,0.0,3671.4964749293836
1063,Westminster,00BK,Croydon,00AH,216,0,32,126,3,0,46,0,3,0,6,0,E09000033,E09000008,95000,21900,153000,18300,216,0.0,18313.205883703482
1064,Westminster,00BK,Ealing,00AJ,925,0,263,106,106,3,363,27,23,21,10,3,E09000033,E09000009,95000,21900,141000,17500,925,0.0,11879.582877183335
1065,Westminster,00BK,Enfield,00AK,121,0,30,3,13,0,56,10,0,0,9,0,E09000033,E09000010,95000,21900,128000,17500,121,0.0,16120.257803717202
1066,Westminster,00BK,Greenwich,00AL,93,0,33,6,6,0,36,0,3,6,3,0,E09000033,E09000011,95000,21900,91000,18600,93,0.0,15614.521058048902
1067,Westminster,00BK,Hackney,00AM,745,0,413,40,60,11,135,15,20,35,16,0,E09000033,E09000012,95000,21900,72000,17700,745,0.0,8004.841645664772
1068,Westminster,00BK,Hammersmith and Fulham,00AN,2369,0,1125,78,288,26,578,47,42,115,70,0,E09000033,E09000013,95000,21900,83000,21000,2369,0.0,4662.814997728786
1069,Westminster,00BK,Haringey,00AP,228,0,93,6,26,3,77,7,3,3,10,0,E09000033,E09000014,95000,21900,90000,19100,228,0.0,9313.55531580639
1070,Westminster,00BK,Harrow,00AQ,142,0,58,13,10,0,55,3,3,0,0,0,E09000033,E09000015,95000,21900,100000,19300,142,0.0,15655.602126851134
1071,Westminster,00BK,Havering,00AR,26,0,8,7,0,0,11,0,0,0,0,0,E09000033,E09000016,95000,21900,114000,17400,26,0.0,26994.87552947948
1072,Westminster,00BK,Hillingdon,00AS,597,0,129,117,26,0,298,14,3,3,7,0,E09000033,E09000017,95000,21900,113000,17600,597,0.0,20033.13124996725
1073,Westminster,00BK,Hounslow,00AT,572,0,223,57,24,0,220,4,9,19,13,3,E09000033,E09000018,95000,21900,101000,16500,572,0.0,15133.992717368661
1074,Westminster,00BK,Islington,00AU,2442,0,1607,61,184,50,290,22,66,98,59,5,E09000033,E09000019,95000,21900,82000,18700,2442,0.0,5228.06814469549
1075,Westminster,00BK,Kensington and Chelsea,00AW,4767,0,1221,109,1067,47,653,67,60,304,1218,21,E09000033,E09000020,95000,21900,75000,25900,4767,0.0,2590.673702458184
1076,Westminster,00BK,Kingston upon Thames,00AX,90,0,11,37,3,0,39,0,0,0,0,0,E09000033,E09000021,95000,21900,77000,19500,90,0.0,16501.282579288552
1077,Westminster,00BK,Lambeth,00AY,1381,0,612,55,140,10,262,15,14,60,206,7,E09000033,E09000022,95000,21900,119000,18200,1381,0.0,7248.985776994101
1078,Westminster,00BK,Lewisham,00AZ,148,0,36,31,20,0,44,3,3,5,6,0,E09000033,E09000023,95000,21900,113000,18000,148,0.0,12138.572984356035
1079,Westminster,00BK,Merton,00BA,178,0,70,24,24,0,35,3,0,5,17,0,E09000033,E09000024,95000,21900,96000,18500,178,0.0,11792.908786515543
1080,Westminster,00BK,Newham,00BB,170,0,91,9,12,0,38,3,3,0,14,0,E09000033,E09000025,95000,21900,88000,15300,170,0.0,13822.569095255958
1081,Westminster,00BK,Redbridge,00BC,60,0,29,3,3,0,22,0,0,0,3,0,E09000033,E09000026,95000,21900,118000,17200,60,0.0,18253.05475336055
1082,Westminster,00BK,Richmond upon Thames,00BD,258,0,68,61,14,0,94,3,5,6,3,4,E09000033,E09000027,95000,21900,94000,23400,258,0.0,13160.243643224609
1083,Westminster,00BK,Southwark,00BE,1663,0,981,54,145,27,248,16,25,66,101,0,E09000033,E09000028,95000,21900,97000,16900,1663,0.0,7417.933580310345
1084,Westminster,00BK,Sutton,00BF,61,0,3,39,0,0,19,0,0,0,0,0,E09000033,E09000029,95000,21900,98000,17600,61,0.0,16878.478711459815
1085,Westminster,00BK,Tower Hamlets,00BG,2851,0,2146,47,33,48,424,35,35,38,31,14,E09000033,E09000030,95000,21900,76000,19100,2851,0.0,8735.485947992132
1086,Westminster,00BK,Waltham Forest,00BH,121,0,59,6,14,4,25,0,3,0,10,0,E09000033,E09000031,95000,21900,99000,16600,121,0.0,13617.154007698009
1087,Westminster,00BK,Wandsworth,00BJ,873,0,304,62,102,0,271,6,21,47,57,3,E09000033,E09000032,95000,21900,143000,21700,873,0.0,7067.552554269098
1088,Westminster,00BK,Westminster,00BK,46254,9906,8114,717,6296,766,3652,488,423,1094,14200,598,E09000033,E09000033,95000,21900,95000,21900,0,1e-10,0.0
